time,id,class_id,confidence,x_min,x_max,y_min,y_max,border_left,border_right,border_top,border_bottom,pattern,matched
1.000,1894082931176,7,1.000,492.000,522.000,177.000,198.000,1,1,1,1,0,True
1.000,1894082929944,7,1.000,363.000,433.000,183.000,221.000,1,1,1,1,0,True
1.000,1894082930896,7,1.000,93.000,266.000,195.000,272.000,1,1,1,1,0,False
1.000,1894082930560,7,1.000,225.000,344.000,178.000,247.000,1,1,1,1,0,True
1.033,1894090513600,7,1.000,0.000,113.000,175.000,320.000,3,1,1,1,0,True
1.033,1894090513376,7,1.000,74.000,257.000,196.000,283.000,1,1,1,1,0,True
1.033,1894090511752,7,1.000,212.000,346.000,180.000,252.000,1,1,1,1,0,True
1.033,1894090513096,7,1.000,494.000,527.000,176.000,199.000,1,1,1,1,0,True
1.033,1894090513992,7,1.000,364.000,438.000,182.000,222.000,1,1,1,1,0,True
1.033,1894090512088,7,1.000,409.000,467.000,179.000,213.000,1,1,1,1,0,True
1.033,1894090511640,7,1.000,41.000,234.000,196.000,282.000,1,1,1,1,0,True
1.033,1894090514272,7,1.000,486.000,523.000,176.000,199.000,1,1,1,1,0,True
1.033,1894090511808,7,1.000,399.000,457.000,181.000,214.000,1,1,1,1,0,True
1.033,1894090512536,7,1.000,190.000,327.000,177.000,251.000,1,1,1,1,0,True
1.033,1894090513824,7,1.000,352.000,428.000,182.000,224.000,1,1,1,1,0,True
1.067,1894090548168,7,1.000,13.000,232.000,199.000,294.000,2,1,1,1,0,True
1.067,1894090547776,7,1.000,490.000,522.000,177.000,198.000,1,1,1,1,0,True
1.067,1894090549008,7,1.000,350.000,431.000,182.000,225.000,1,1,1,1,0,True
1.067,1894090547832,7,1.000,181.000,330.000,178.000,258.000,1,1,1,1,0,True
1.067,1894090548896,7,1.000,398.000,460.000,181.000,217.000,1,1,1,1,0,True
1.067,1894090549064,7,1.000,4.000,212.000,197.000,293.000,2,1,1,1,0,True
